,sentence,structured_val,structured_bool
p77,mmhmm im goo im doing well  how are you um  so i  my background is in mechanical engineering what i really enjoy doing though  um is  leadership type rolls so i like talking with people but i also like doing technical problems so im looking for a position that really combines those two things uh where i can use my communications skills with people as well as my technical background in a roll thats kinda combin involves decision making  uh and different business factors  uh so  recently umm im the leader of our  of a group project that im working on basically what we have to do is design a speech system and with the system  uh  as leader of our team i do a lot of organizing delegating tasks  uh different types of conflict management  making sure people are talking  understanding whatever everybodys wanting  uh different type of  just general making sure im aware of all the group dynamics that are going on  okay  uhh so i was on a team  uhh  it was actually just two people  uh but it was to design and build a robot at the end of last semester  and uhh my partner and i have very different working styles  which i didnt expect i was kinda have projected my own tendencies on him in assuming that if i was going to finish something he would do the same way or work the same way as i  as i was going to uh but it didnt end up being true and so we ended up at the very end  uh  not having our final product ready  not having everything together and what i ended up doing was just making sure that i used all the resources i had  so friends outside of the project who um were willing to help with what was going on  uh to try to pull something together  made sure i was going to contact my professor and then try to communicate with him as much as possible  uh  to collaborate with what was going on in order to get um like uh somewhat finished final project  ther that was  our professor said was acceptable and done by the end  about the time we had finished wait  the time that we had to finish  uh i think one of my main weaknesses is  uh  taking on too many little things umm so sometimes not realizing  uh  what the little things are that i can let go for a little bit  and prioritizing  uh  large period of times of saying yes to too many things uh and what im mainly trying to do to change that is just keeping track of exactly how i spend my time so recently ive been really trying to focus in on  how long am i really wasting on little tasks  and how long im actually spending on larger tasks  um and i  and seeing that is very helpful  uh  in changing how i prioritize things im very dependable im responsible i will get things done when they need to be done uh and i like to communicate with people  overcome challenges  uh  i have been use to working with people with very diverse backgrounds and im not afraid of a challenge um  im also im use to being a team player ive worked on lots of team and know people so uhh  im also very excited about the vision of the company and whats going on and i think overall uh what ive learned here about the culture would fit me well  ,4.74113323385,1
p78,um  im a junior in computer science what sort of things do you want to know about me i like programming in python  i havent been in computer science that long because i used to be a chemistry major  but ive been taking computer science classes for the past year and a half im the president of my acapella group so i have to organize publicity things like when we have a performance i have to make sure that everyone knows about the performance  so we have an audience i organize details like the reception and the getting a room reserved hmm ma time when i was working with a teami guess if i could count my acapella group as a team cause i guess it is there are times when weve had conflicts about weather we wanted to sing a specific song  for instance often times there would be a song that we really liked but it would take like up a lot of rehearsal time so we didnt think it was worth it or anything cause we had limited time so we had to resolve the conflict by discussing different options i think we finally ended up deciding to sing the song in a future semester later we would still be able to sing it but it wouldnt compromise the rest of our repertoire hmm mhahaum mmcant really think of things that where weaknessesum mmlaugh i guess that i have trouble being criticized because ive always been sensitive and  when i get criticized by people who arent as sensitive i  i react more strongly to their criticism than they intend me to so i have to learn to realize that some people who arent as sensitive will criticize harsh  more harshly because im excited to work at facebook and because im motivated to do things in computer science because i find it really fun ,4.32581402037,0
p79,im good  um im from mumbai  im a junior in core six  when i applied to itu i wasnt quite sure what i wanted to do  um i thought i would do chemical engineering  that um that got me super interested in a bunch stuff and um finally decided core six um but then i visit to the media lab before  um now im working at the over in um  so thats and engines i have been involved with engines here and um a bunch of other um clubs like energy club  and organizing the energy conference and and  other workshops  so um and in general im super interested in um hardware show and um computer science like certain aspects of computer science really interests me too so  yeah im interested you know to learn  um sure  so well this is the most recent example i can think of  but i um was a freshman  i was i mean i still am pretty excited about international developments so i joined um um as it was it was it was  it wasnt formally  in the usa but we decided to take it on       we wanted so we were willing um sort of  low cost easy to setup showers we use in kenya  um and it was basically something that ive never done before  computer science people you you know trying  but their view was       its not  so um that was a great thing for me to get involved with  and um that summer i went and traveled with them to kenya um and that was a great experience so coming back um i was uh elected as  that was um that was a great thing cuz one its its important to kind of realize that you might not have all the answers but thats fine  you know you can learn  you knew wanna be teens etc but it was like despite not knowing anything about mechanical engineering i was able to sort of understand and learn um sort of graduate to eventually becoming um    taking on a leadership within that community yeah um so we had this uh we had this asphalt called which is basically um you do you make them overlap and you sort of um pretend as if its something that youre actually making for industry and um there were four people on the team to program whereas there was me who was kind of like i know how to do it but you know i i could do with more instruction there was someone who was just starting she wa she was a freshman that year um but she was great and uh we decided to make this app with um when you have two iphones uh you can swipe like you can bump them and uh whatevers on one phone the other one could split them it was something that you know we we hadnt done before not a ton of people have done it and um at the media lab there was this technology that of i dont know discovered  um called swipe and they just swipe from one to the other and we we thought that would be great and it someone like a student like us who had done it um we but we we didnt realize that it was not production ready and then    and you know we have all these bugs and stuff and we have no documentation to go to but there was this one person on the team you know being you know the awesome programmer he is insisted on going that way when    like when we met the founder of swipe he was saying you know what just dont use it its not optimized for the stuff that you guys are sending       across like the data and um so we have the sort of tiff when you know the rest of the team wanted to move on to do the same project using the vpi which was kind of standard        and whereas we infinitely could deduce fiber we just didnt the resources at the time so um you know he was re he was really experienced and he cant even say you know you dont what you are doing because he       didnt know       what he doing so eventually we were able to convince him that we should probably go with whatever we wanted       um as a team instead of you know    etc um so that was that was definitely a challenging situation cuz hes great hes smart and hes super nice and you dont wanna offend anyone especially when theyre your friends you you have to get the work done is this a technical weakness or    ok um a lot of times this is just something that cody just taught me that i havent quite learned um is that whenever youre you know whenever youre in doubt you should just go ahead and do stuff but for me i like to like think about it how exactly im gonna lose one       if  coding which which which is a problem because sometimes like new solutions come along the way but you can like i do it fast um and its ok if stuff work the first time cuz i kind of wanted to research everything before       i start doing stuff um thats sometimes an issue because then i cant do it as fast if especially if thats something new but um on the other hand sometimes if it works like it works really well cuz ive done my you know homework right but uh in general i like if you just just get my hands dirty and then do stuff yeah um well because a year ago i didnt know how to code at all and now like like next semester im gonna finish up my degree um as a junior and then ill probably do math or something else but it that just kind of shows you that im willing to learn and im not afraid of trying new stuff and with this technology will always change and sure if i dont php today right now you can use it tomorrow but um i think whats really important is that im willing to learn um and i work well with within a team and i also like working by myself so theres like a good balance of what um stuff is  yeah i just like hanging with great people and doing great work ,3.79439931967,0
p8,im doing great  how are you uh  so im an undergraduate uh in the third year  at uh  here at mit and im studying computer science um  i am really interested in um applying for a software jobum  i want to get more experience in web development and software development and also get some exposure into data science and machine learning and uh see how that plays out in uh the industry setting uh since ive done some research uhm  leadership so currently im on uh the south asian american students exec board so  thats uh basically uh the indian cultural club uh for undergrads and uh im secretary and community service chair um so im currently organizing um reaching out to groups in the boston area um and uh groups that work overseas in india with um for charity and community service opportunities that i can connect to uh undergrads hereum and uh im also involved in other activities that sas  the group  uh is involved in like setting up and planning like uh study breaks our recent uh garba  which is an indian dance festival and also in im in phi kappa theta fraternity and uh ive held leadership positions there  uh  in my freshman year in our pledge class when i was the community service chair for that  as well uh and  led my class of uh 15 in um going out into the community and we went down into different places in boston and helped clean up streets  etc  uh so  with this community service  uh  that my pledge class did for my fraternity um  one glaring problem was getting everybody to respond  communicate well  and show up uh  a class of 15 isnt too big but when were all mit students  were all just getting settled  its kind of hard to keep everybody on task um so  what i did to solve this problem was uh i once i set up one thing i did was set up a group text um that i would uh that would basically keep us on touch and um would facilitate making sure that everybody stayed involved and it would be easier to keep track also  of who was actually responding um because people check texts better than emails and thats what wed been using previouslyi also tried to um unsuccessfully  but um  propose uh like a point system  basically uh to reward those who would show up and penalize those who didnt so  we also we have chores basically in our house to keep the house looking clean house works and crews and um basically if you accumulated a certain number of um points points are baduh you would have to do extra crews or house works  depending on when you didnt show up for an event during our pledge process i think probably my biggest weakness is uh staying focused on tasks um  when i am working on a task and i am focused i am able to work really efficiently and i come up with good ideas uh but i frequently get distracted however  ive been um well on my way to overcoming this uh through friends working studying with friends who have like trained me to stay more on task uh done things like finding better places to work and study with back to school workum and uh also  sleep schedules are frequently a major problem for undergrads in terms of how that affects your study habits and so uh ive been working on that to help stay fresher and more focused when i do my work i think you should hire me because i have a lot of ideas im really good at coming up with ideas between table  especially in terms of um software development i um projects for school and one or two of my own independent projects ive been working on by myself and with friends ive uh  been good at optimization  um of software and coming up with good ideas um on the user end so  uh  im able to look at a project from different stand points and think about what all parties would want whatwhat would be easiest for the development team as well as the end users thank you ,4.57497972608,0
p80,mhmm awesome how about yourself well  i grew up in berkley  california and ive been interested in medicine my whole life um  my dad worked for ucsf as a researcher  but not as a doctor and i would visit him at work and i was always attracted to the hospital side its much the loud side i want to do research as well well in high school i was captain of golf team and that was a blast  golf  girls golf is not super competitive to say the least its veryhaphazard and its usually been one extreme or another very bimodal um  youve either got these like super serious girls  who are parents on the course with them and theyre going to be all pga or you just girls that are not that athletic just goofing off with golf clubs and doing whatever and berkeley high is definitely the ladder of that so i uh  you know  coordinated this group of motley girls along with my coach and we had a lot of competitions where candy was the reward we played a lot of gameswe had really a great time but a big part of it is like you know there was like a leadership aspect we had to like stay organized especially because no one else was and  so like making sure we made it to meets and likeorganizing snacks  making sure people showed up well  i mean i can continue the same example because i didnt start off as captain and its different  you know when youre the head versus like part of the group um  its more important when youre a part of the group to be a cohesive part and not like the leader to be able to like understand directions and likei mean if there is an issue likework it out  but to be able to take  you know  instructions and think about it and work with other people and encourage them to do the same  so  uh this is one time weve encountered an issue so we were going to a meet  and you have to travel a lot for golf because golf courses are big and not very common compared to something like a soccer field so we were going out into the xx of california and our car broke down and it was earrrly in the morning no one had no sleep it was just girlsteenage girls  no caffeine  not enough sugar  not enough breakfast and we were in a really old car and my coach was like 30 minutes ahead and we were going to be late we blew a tire actually so we called triple a  but it was stressful but  we ended playing games and i like led a yoga session in thehighway  which was  you know  hilarious and were there in these ridiculous outfits were wearing like we at berkeley high we wore like stupid outfits on purpose knee high argyles and like polos it was so funny you can only imagine how we looked um  yeah so im not super great with being organized like  im alright  but especially with administrative things like paperwork anduhm  iim good with deadlines  but only if i had set reminders so like even for example  trying to get into this building today was an adventure or remembering to fill out all the forms forlike my xx and everything isit can be sometimes sort of a struggle well  i love helping people and im going to be a great doctor i have good dexterity i like to study i find medicine fascinatingfascinating and i feel like i could really make the most impact that way i can utilizeutilize my skills the best way possible ,3.76562654207,0
p81,ology in order to learn more about like the pharmaceutical aspect of the rain  um  and so thats im trying to get myself towards patent law  in pharmaceuticals i guess well  um  last semester i was  ah  a part of the mentor core for a student organization on one of mits campus called amphibious achievement  one of the things  as part of the mentor core you have a small group of students that you one on one tutor as their mentor and tutor and you meet with them once a week for a five hour study session and theyre inner city high school students who  they dont have access to the best basic math and reading skills  so we meet once a week to go over what were going to teach them and we teach them the next day  on a sunday  uhm  and so thats leadership in itself  but i took the initiative to plan a sponsorship banquet to thank our very generous donors and so me and another member of the mentor core planned  uh  a sponsorship banquet that i was told went very well  so  im very proud of that well  i guess the one thing that ive learned  uhm  working on several teams throughout my life is  uh  that communication is necessary  um  so  uh  in high school i worked on a team and we had received a grant in order to build an alternative energy  um  device  um  and there was a lot of issues amongst the different committees  like so there was an electrical component and there were people trying to build the flotation aspect of it because it was  it was supposed to be in water and there was the water proofing committee  and so  in terms of communicating deadlines and expectations i think there was a  sometimes there could be a breakdown in that because everyones busy  and you see that here and i saw that a lot back in high school  um  and so i was kind of moderating everyone  um and so just being able to communicate the expectations  um  to make it really apparent  cause i think we running a lot of high achieving people a lot of the time  so as long as they know what they need to do and whats expected of them  i think  um  at least for me as a high achieving person  i  once i know what i need to do i can do it  and as long as thats communicated and clear i think thats necessary to resolve a lot of problems id say one of my weaknesses can definitely be in terms of organization  so if theres something i know that i need to do  um  i will definitely get it done  but in terms of parsing out the appropriate amount of time sufficiently before hand  sometimes that can be lacking to where there can be times im scrambling at the last second  i always get it done  but its just in terms of personal stress and maybe stress of people who want to see results over time versus at the end  um  but i have  ive gotten a lot better at that  especially at mit  because you really cant mess around with that kind of  uh  weakness  just with  knowing my schedule the month before versus the week before hand  and investing in a planner and a calendar has definitely helped me a lot i think because  you know  ive wanted to do it since i was twelve and i think i have a lot that i can give  coming from mit have a backlike the mind set the science and engineering  um  as and adding that into like the sphere of law i think it would introduce a unique problem solving set and i could have a lot to offer to  uh  the community of lawyers across the nation ,5.46399215651,1
p83,umm  im good  im good umm  so  im a junior at mit im studying brain and cognitive science im interested in studying cognitive neuroscience in the future probably systems level ok umm  well  this past summer i was in china and  umm  i was helping out with this cognitive learning program and what they do  is they try take principles  umm  learned through research  and apply those in the classroom and so interviewee we were applying those  umm  to students who were in sixth grade  trying to teach them english and  it was  it was great so  i got to actually  like  umm  go there and teach a class of sixth graders for the whole summer so  umm  and they let me develop some of their curriculum  which was very cool and  umm and it was a great experience overall ok umm  well  actually  a part of the same program  uh  we were trying to put up videos of the teaching to give  umm  examples for other people and  uh  none of us knew how to program or anything like that  and we were  we were in china  so it was  umm  both a language barrier and also  you know like  overcoming that  like  knowledge gap of not knowing how to program so  what we ended up doing was  like  trying to find a chinese student who was studying computer science  and  umm  in beijing  and  the language thing did come in to play  but  umm  but eventually  we were able to  like  sort of  get through that it was a challenge all the way through yea  umm  so  i have trouble public spe  like  getting up in front of people and talking umm  which is part of why i came in to this interview umm  but also this semester  i joined the debate team umm  which has been great  so far umm  basically  we go around to different colleges for tournaments and  umm  we get up and we just speak for  for an hour and  umm  and thats  thats really helped out so far umm  because  i  i want to make a difference in this field umm im very  very committed to this   i mean  i know this is what i want to do i mean  theres really nothing else i can see myself in the future doing i mean  i love it  im fully committed  and  umm  id  id like to make a difference here ,5.37244412606,1
p84,im well thank you  how about yourself  um  well as you probably know  im a junior in mit  ah material science and engineering  and ive spent a bit of time doing some research in material science  but ive also recently declared a maj  ah  minor in course two which is  sorry  its mechanical engineering umm  so  im looking for a bit of practice in industry now that ive had some research experience  ive a lot of range of classes in engineering   and im hoping to  ah  to kind of try out what its like to engineer  um   combine the two basically  mechanical and materials engineering  ok  um  i could give you an example of a club im in um  in  at mit im in amnesty international  which is a student human rights organization and its very  um  decentralized  its very student owned  and  uh  we kinda make it what ever we wanna make it at any given time  so it takes a lot of initiative to really hold the club together  and  uh  we were trying to pull together a big event last semester which involved professor n and we had to talk about arab spring and we were hosting it in a huge lecture hall  um  so big venue  hoping  expecting a lot of people um  but it took a lot of work and none of us had really pulled such a huge event before so  um  id say it took  it took a lot of initiative that i hadnt taken before in pulling that event together i came to meetings and made sure everyone was on task  made sure  that everybody had an awareness of what could go wrong as well as what could  um  what kind of repercussions we might be expecting if things did fall out of hand with the high  high profile speakers  as well as some  you know  some contentious issues being discussed  so  um  yeah i did my best  to really pull the team together as best as i could  um  i didnt have an official leadership role so  my participation was ambiguously defined  but  um  it was fun having  uh  having a role um  thats a good question um  so i was on the orientation group  i was an orientation leader this  this  the beginning of this year  and so  we paired off into different groups  uh  we were the brown team  and we had a few problems with getting energy with the team  and  uh  all of these freshman we knew that they were excited to be there  we knew that they wanted to get to know each other and mit  but there was just  there was something blocking them from talking and from getting out of orientation what they should have  so  we  uh  we pulled together as a bit of a brown group team  we had a group discussion  after i think it was the second day  and  we took this  um  we took a few tries to pull together some new ice breakers that hadnt been in the booklet that they prepared us for  and just  uh  whipped that out the next day  started yelling  got the kids off their feet and jumping  and um  my  one of my other coorientation leaders and i were yelling different questions at them and they had to pair up or group up based on the question that we asked them  and   it didnt really work necessarily  um  everybody participated though and it got them  got the blood moving  and it go them kind of talking to new people  so even though the game didnt have a point  it ended up being kind of fun  it was a good  good way of getting to know my teammates a well  so we worked together really well on that  yes um  so i have a weakness for overcommitting sometimes  and  uh  what i have been doing in the last year or so  well since i came to mit  but particularly this year is cutting back on things that dont mean much to me cutting back on things that are  that have always just been interest that i never see myself progressing in so  um  for example  i was  uh  i took a small leadership role in my sorority  like  my  my freshman year  but i wasnt  i dont see myself going very far in leadership in my sorority  so i cut that kind of thing out and ive been focusing on classes  sailing  im on the sailing team  and  uh  amnesty international  and those are my three main focus things  so although  i do do other things like i was and orientation leader  um  when i have time i give tours  from  thats my job campus tour guiding  but  um  ive been getting better  ive been staying more on track with classes this way  and  um  having sailing has definitely helped  so a bit of selfdiscipline and  uh  cutting back on things has  helping me  uh  not overcommit  um  because ive researched into your country  sorry into your company  and  um  i think  uh  i think its  i see a lot of  i see a lot it in the experience that ive had  in  ive had international experience in companies of a scales similar to yours  although  it was in the research department  um  and  i think i cold bring that  coo  that  um  international perspective  ive lived in several countries as well  uh  and i have  besides being and engineer  i have a lot practice with team work and with leadership roles in my community and my student groups  even in my pset groups  um  doing homework we have to pull together a lot of presentations and a lot of  uh  group reports where the materials signs major here  and  ive really  uh  ive developed a lot of skills that i think will really help your company   ,5.51848839033,1
p85,okay so im a junior here at mit  im   um and i guess so its an interesting combo but engineering and ecs and i think i just came to mit thinking id do bioengineering and then i guess i took a program class for the first time my freshman year over ip and i guess i just really fell in love with the logic i worked in a couple of biology labs and i guess the one frustrating thing is that like experiments take weeks or months to set up sometimes things just go wrong and you dont really know why and then i think i like the instantaneous feedback of like  so last year i decided to double major and this year im really checking out the more computer science side of things okay um so i think im on my class council  so one of the things we have to do was to seven people elected every year our job was to plan events for the class for event unity  just like study breaks but sometimes it goes beyond that and i guess through that role often times ive um just like seen an idea from inception all the way to its now in planning to like delegating tasks to day of  to day of execution and just following that entirely through so i guess that just involved first just coming out brainstorming some ideas so like for example this past week on tuesday  since its a hell week for many people at mit we decided to have instead of like a big study break where people had to go on campus  we rented out a cookie monster truck from boston and then just drove around we had six stops on campus to like it was all the dorms and even across the river to bring the study break to them so people didnt have to spend that much time just cookies and hot cocoa so i guess my role is well i thought of the idea and then just coordinate the people and made shifts to people and designed the stops and then just made sure publicity was good and everything came together in the end okay so i guess im in a fraternity and then one of the things we have like a lot of officers and i guess one of the things is that sometimes people obviously its mit people get very busy and i guess one of the things is people maybe they have an ambitious goal and then it just happens that they get busy or like they lose track of things and then uh they get side tracked and its always challenging to try to keep them engaged into that officer position and like because for a couple of reasons one like do you want to make it rewarding for then  two you want to see them follow their goals  and three theyre like setting an example for say like younger students or other people that may be interesting so i guess the challenge then is to overcome this so im usually following up with them individually seeing  like  maybe like  hey like whats up are you no longer interested in this are you just busy and then i think it depends on like a case by case basis like are they just maybe a little bit absent minded then maybe like setting like weekly just like deliverables or like milestones or goals to like get it done piece by piece is one way if theyre not interested anymore maybe you try to think of like some other idea that they may be interested in or willing to plan to maybe they can work in a group with someone else so someone else can keep them on track so i guess its just tailoring to the solution to the individual problem okay um i think sometimes i can be um a little like  uh like unsure of myself or like doubting when making a very large decision so i guess usually in leadership roles i prefer something like second in command since i do like making sure things get done and like following up to make sure but i always like the fall back of having someone else to consult with to talk about uh my thought process and things like that and i guess generally i try just to overcome that by basically reaching out to other people like other people on the team or someone else you would maybe not  but has experience in the field just to maybe illustrate my thought process  see if they see any flaws  see if they see maybe  a perspective i didnt think about and then just generally trying to get more viewpoints so that i feel more confident in my own decision or like i reevaluate it to account for things that maybe i didnt think of before um so actually thats one of the things like im hoping to figure out  okay okay so i guess the job i picked was just to listing like richard keppel where like they listen to a lot of pitches and they decide like what to fund and i think the reason why i want to  should i say why i should or why i want to have that job okay so why i should have the job is i think at mit ive gotten a lot of exposure to a lot of different things one is through the breadth of my coursework i guess im in two very different fields another is just through my interaction with people on campus like being on class council  being involved in a fraternity   i guess i um ive seen like a lot of different groups of people and um i guess im just constantly around lots of awesome people with awesome ideas and i really enjoy just listening to them and then a lot of the times ive helped people to develop maybe theyve got a gold mine of a plan and ive helped them work through  especially like sophomores or freshman in the fraternity  putting that plan in action so i think that i would be a good candidate because ive had experience listening to ideas  i can identify problem areas just because i have a lot of experience executing those ideas so i can both see what might be a good idea technically as well as to see if theres a good plan to set forth an action and get it done thank you ,4.37642746289,0
p86,umm  like where im from  that type of stuff okay  umm  im junior  mit i come from south florida  born and raised  so cold weathers kind of rough for a guy like me but thats alright its kind of a nice break from the heat of south florida umm  ive been playing music ever since i was four  so thats kind of been a big part of my life umm  but music tech  i mean  technology honestly also  so umm course two here  which is mechanical engineering  um  but im also dabbling in electrical  looking along for sides of control that type of stuff robotics  if you will and just had one of my  my second or third robot finished last week  which was a freakin nightmare but you know  its ok  its done  it was  it was a good time  so  yeah thats  thats what i do yeah  umm  i guess thats yeah  alright yeah leadership um  well i guess im  uh  usually pretty calm and collected  so  if i ever notice  like  in a group setting if someones like  you know  theres  theres disagreement between the two  like in my robotics group  for example the two guys  theyre best buds  but they often  like  just get really heated  like  you know  i  eff you  why  why dont we just do this  and that type of stuff so  in order to  like  keep it going and being productive  someone has to be like you know  just  guys  just calm down and keep doing it  so thats  thats like  just  here and there not really superlike im in control  you know  at least saying guys  we need to calm down and take a step forward i feel like thats a little  minor leadership role ive got to take there um  other leadership roles  um  i  i play in a group  like a band  jazz group  so i often  you know  we all got to get together  and like  kind of talk any  any group setting in which im often in  i have to  like  somebody has to take control  and i dont often take control initially  but  you know  if something is not going in a certain direction  or the right direction  i often feel like maybe i can push it there very subtly so  leadership in a very subtle way  but not in a  like  a bam  im telling you what to do thats  thats what i like doing um  okay  so  for example  the robotics group  um  we worked very last minute  and just having to be one of those things where we were all busy with other things  and we didnt really think about the scheduling  like when it was actually  when the project was actually going to be due so  um  basically we all had to work really hard  last minute  and  of course  you know  things dont always go according to plan  so we  like  we tried to build one thing  and machine something  and it ended up not being perfect the first time  so we have to go back and redesign it  or remachine it  so uh  we had to remachine a few things a couple times and  you know  its like  six in the morning  and youve been working in the lab for like  thirteen hours and youve got to keep going  so  youve got to stay positive and keep  and  you know  even though you may not finish  or like  you know  you kind of  you cant really think about not finishing you just have to go for it  keep finishing  keep working  eventually youre good  with the mind set that you are going to finish so thats  uh  adversity in that way just  you know  always stay positive  and keep looking towards the future  keep working so um  timemanagement  um  is one of my weaknesses  which is not always the best to admit in an interview  but you know  whatever  uh  thats alright what ive been doing to get better about it  is  you know  sometimes youve got to look like  even a week in advance  ive discovered  especially at mit  isnt as far as you need to go so  like this  this week for instance  i had  like  three  like  a final robot project  another presentation i had to take care of  and  you know  a lab  a couple psets like  you just  i didnt realize how much work was coming up until like  last thursday or something like that  which is when i started working  but even then  you know  i didnt have enough time i really should have started working  you know  monday  on it  when i was just relaxing  and was like oh  you know ive got psets to do this week  but i can really relax and it will be all right so  uh  in terms of improving that  just i  you know  got to work  write up a schedule  and look  really far in advance  make sure i really see whats coming yeah  so ive been trying  ive been being better it started off  i started college  like  i didnt see things for like  three days in advance  two days in advance now its kind of like  a week  week and a half im looking in advance im getting there  slowly but surely yeah okay uh  yeah sure for that job  you mean umm  i feel like i know what im doing now um  ill say there was a point in time where i didnt feel like i knew what i was doing  and ive been one of those guys that  like  you know  you can apply to a job  and say  you know  yeah  theres no harm in applying  which ive kind of figured out  eventually  yeah there is no harm in applying  i agree but  at the same time  i feel like theres kind of  like a  an obligation to actually know what youre doing for that job  and right now i feel like i know what im doing at least  a lot more so than i did last year  or even last semester  so at the rate im going  i feel like  you know  another semester of classes that im taking  ill really know what im doing  and then some more time in the field  or at the job  itll piece together and ill actually feel pretty confident so  thats  thats why  i guess yeah ,3.24920388012,0
p89,um so im a junior at mit here and um im a physics major and i uh  yeah  besides classes  im involved in the juggling club and uh lets see and im from pensacola  florida and ive lived there uh ever since i  i was born there  grew up there and i um yeah  lived there and moved up here yeah im in zeta psy fraternity and uh yeah so  yeah  right above chicago pizza and uh yeah do you want me to go into more detail  or just general yeah  um yeah so i uh i dont too much as far as extracurricular but i was involved with frisbee freshman year for a little bit and played the club team  theres not a varsity team here i was pretty good  liked that a lot and uh im not sure as far as career wise what i want to go into but as a physics major im looking into something technical probably electrical engineering related uh and yeah but im trying to size that up right now juniors a pretty pivotal year for you know deciding long term things yeah so brief summary of me um well high school uh senior year probably the best time i helped organize a math competition um so there was no major middle school math competition in pensacola  florida and so i just teamed up with a few people with my year in high school and we helped organize a competition its been going on for the past three years and uh hopefully itll go further that was one of the most stressful things but the most rewarding as well and yeah so as far as leadership goes i mean more recently i guess juggling club has been my main leadership thing  we organize different gigs and perform various places so um so that would most commonly have been this past semester  i took junior lab which is the physics lab class lots of challenges frequently it was me and a partner who worked on three different experiments and um specifically i guess let me think because yeah we had three major experiments and the second experiment was very hands on which was cool but it also means there was a lot of faulty equipment i guess just a general thing we both learned to kind of talk it through because its so easy to i dont know get like get in your head and youre working with somebody so theyll be thinking one thing and youll be thinking another yeah i guess thats not very specific but i mean yeah thats the first thing that came to mind so yeah weakness i guess i uh as far as this is kind of a general thing that ive kind of come to the realization of recently i need to um i dont know ive been kind of getting along with my undergraduate career and you know what ill do after selfadvocacy is like a huge thing and i havent really gotten too much into that but i feel like a major thing for like taking the next step like after graduation is like selfadvocacy whether its like having your own website or just like general networking i dont know thats something that i realize that i need to kind of work on um yeah why do i think i should have this job um i feel like im a pretty creative person and you know having a bit of technical background here and a good work ethic i feel like i really do have those strengths yeah i feel like i communicate pretty well for um  im not saying you know general physics majors cant communicate well  just in general i feel like especially this past semester ive taken a lab classes ive been able to give a lot of oral presentations and um i kind of found a strength there and so i think kind of bringing a solid communication element to a technical field is pretty important so um yeah i feel im pretty qualified there ,3.14449073711,0
pp1,umm  so im a computer science and biology major here at mit  im a junior and im expecting to graduate in june 2014  ahm  im interested in kinda doing both research and  as well as practical application of some type of biological research with computational engineering involved  sorry  would you like to know more or is that alright uhm  i do  i would say that when situations present themselves i step up to the occasion  im not afraid to take the lead on a project or like  for example i guess  um  for one of my computer science projects that we were working on a group together one of our teammates wasnt working well  i wasnt afraid to kind of step up and take the lead  and be like hey we gotta get this done  and  um  its kind of happened multiple times before i guess   um  so one of the other organizations i do is camp kesem and im actually on their exec board and so a lot of what we do is we plan out the summer camp for our kids whose parents have cancer  and a lot of times were just debating simply like how exactly we want to get  uh  or how we want the whole camp to you know  uh  kinda go day by day we need plan out the whole schedule  so we have a lot of conflict because everyone has all these different ideas and this is a very team oriented board and although its got the normal hierarchal structure  uh  we do a lot of things like just simply by like mapping them out on the board and visualizing the day and schedules and planning between us and what the teens have to do where were able to come up with a solution together  so i would say that its a good example of me being one of a team and coming up with a solution together um  i think id like to be more interested in academia and even research  uh  i enjoy what i do  but ive seen some awesome things that you can do if youi dont fault them for pursing a career in peer research  which is why i think its kind of interesting why id admire myself more if i were more interested in that field  but  ah  i think im qualified and i think ill bring a lot to the company  ii fit in well with the environment here  and  uh  its something that ive always wanted to do alright ,5.14580135722,1
pp10,	um  so  um  im a thirdyear student at massachusetts institute of technology  uh  my major is aerospace engineering and i  um my  my background is primarily in fluid mechanics and control  and so thats why im interviewing for this position um  and  um  the applications im primarily interested in are in rotorcraft  uh  design  and  uh  analysis and uh  um  and im really excited about what your company is doing 	um  so  yes i think i  i think that i i dont think that a leader is the first adjective id pull out to describe myself um  but i think its something that i definitely  a role i definitely step into  um  when  when the need arises or when  um  i think that its appropriate um  whether i seek that out  i think really depends on the context  but  um  i definitely see myself as someone who can act independently  uh  can make decisions independently  can act on those decisions  and  uh  can manage people in order  um  to get sort of positive results  	mmhmm ok  um  so  um so when i worked for  um  the computer science and artificial intelligence lab in freshman year  i  um  had  had an issue  um  with one of the students i was working with  um  um  and we had a disagreement about how to handle some part of the project um  it was  it was more of a mechanical issue about what direction we should take  um  and without getting too into details  i think  um  going back to the leadership issue  um  the way i  the way i handled this issue was  um  to sit down and address the issue very directly  um  and to have a frank conversation about what we both wanted  evaluate where we both were  and  uh  talk through the options and make a decision right there not letting an issue linger um  i think thats generally my style  	um  thats not a question ive been asked a lot i think there are a few things um  one that comes to mind immediately is my written communication skills um  i definitely know thats something that i need to work on and  um  would love the opportunity to improve on that 	so from what ive seen so far in the interview and visiting  um  im really excited about this position i think this is somewhere i would fit  where i would fit in a lot um  im really excited about what i would be doing and the people i would be working with  and  um  i would just love to sort of get my hands dirty and  um  i think im pretty wellequipped to do so and to contribute in doing so um  so id love that opportunity 	yeah thank you ,4.16198686326,0
